id,username,ip,transactionTime,startTime,endTime,authorizationID,platform,usernames,day,polygon
314,John Smith,192.168.1.12,25/12/2019 00:36,13/11/2019 04:51,2019-11-15 04:51:14 UTC,DEV-00314-2019,TheGuardian,"37495446, 52476518, 81402754, 39577312, 89345608, 64645642, 63970302, 63318167, 44908357",Wednesday,"POLYGON ((36.498937, 117.026653), (37.498937,117.026653),(36.498937, 117.526653), (37.498937,117.526653),(36.498937,117.026653))"
315,John Smith,192.168.1.12,22/02/2019 11:18,20/08/2019 06:17,2019-08-22 06:17:07 UTC,DEV-00315-2019,MailOnline,"33047071, 67329455, 77520432, 92634435, 81804061, 84641136, 25780240, 24598745, 62116726, 45393905, 13185570",Friday,"POLYGON ((30.823499, 104.158705), (31.823499,104.158705),(30.823499, 104.658705), (31.823499,104.658705),(30.823499,104.158705))"
316,John Smith,192.168.1.12,18/12/2019 11:10,25/08/2019 07:08,2019-08-29 07:08:04 UTC,DEV-00316-2019,MailOnline,"30378268, 87996345, 44645324, 25963266, 03763667, 43592797, 55486337, 61621347, 23080332",Wednesday,"POLYGON ((14.0786882, 101.0259275), (15.0786882,101.0259275),(14.0786882, 101.5259275), (15.0786882,101.5259275),(14.0786882,101.0259275))"
317,John Smith,192.168.1.12,12/12/2019 00:02,12/06/2019 07:48,2019-06-15 07:48:13 UTC,DEV-00317-2019,TheSun,"45545555, 34587534, 59087133",Thursday,"POLYGON ((39.197212, 117.059698), (40.197212,117.059698),(39.197212, 117.559698), (40.197212,117.559698),(39.197212,117.059698))"
318,John Smith,192.168.1.12,20/02/2019 06:33,19/07/2019 21:56,2019-07-21 21:56:27 UTC,DEV-00318-2019,TheSun,"04004012, 64164267, 46248504, 17675838, 21890426, 56861189, 25453786, 48771480",Wednesday,"POLYGON ((50.44979, -119.20235), (error: no implicit conversion of Fixnum into String,-119.20235),(50.44979, error: no implicit conversion of Float into String), (error: no implicit conversion of Fixnum into String,error: no implicit conversion of Float into String),(50.44979,-119.20235))"
319,John Smith,192.168.1.12,15/05/2019 06:15,20/05/2019 09:56,2019-05-23 09:56:51 UTC,DEV-00319-2019,WashingtonPost,"70766204, 11386273, 56221048, 31820396, 21645942, 16529950, 87161666, 96615346",Wednesday,"POLYGON ((-7.3943, 108.6614), (error: no implicit conversion of Fixnum into String,108.6614),(-7.3943, error: no implicit conversion of Float into String), (error: no implicit conversion of Fixnum into String,error: no implicit conversion of Float into String),(-7.3943,108.6614))"
322,John Smith,192.168.1.55,13/09/2019 15:23,12/10/2019 08:20,2019-10-17 08:20:44 UTC,DEV-00322-2019,MailOnline,"67663313, 64360749, 35357117, 14085236, 42962907, 55612199, 11624515",Friday,"POLYGON ((2.7991084, 44.0793911), (3.7991084,44.0793911),(2.7991084, 44.5793911), (3.7991084,44.5793911),(2.7991084,44.0793911))"
323,John Smith,192.168.1.12,12/02/2019 04:38,11/12/2019 23:45,2019-12-16 23:45:18 UTC,DEV-00323-2019,MailOnline,"34181516, 77424915, 72118695, 65965138, 51850743, 17921365, 43686755",Tuesday,"POLYGON ((26.2650742, 50.6223267), (27.2650742,50.6223267),(26.2650742, 51.1223267), (27.2650742,51.1223267),(26.2650742,50.6223267))"
324,John Smith,192.168.1.12,15/02/2019 19:23,20/08/2019 09:02,2019-08-24 09:02:50 UTC,DEV-00324-2019,MailOnline,"71192826, 31949876, 67785357, 37703149, 15236968, 24097243, 86049814, 48147073, 89689910",Friday,"POLYGON ((5.2351338, -75.8346203), (6.2351338,-75.8346203),(5.2351338, -75.3346203), (6.2351338,-75.3346203),(5.2351338,-75.8346203))"
326,John Smith,192.168.1.12,21/08/2019 10:33,09/02/2019 06:47,2019-02-14 06:47:55 UTC,DEV-00326-2019,TheSun,"27954476, 50793337, 85643899, 16107310, 16405977, 80558854, 82909167, 52756910, 38629381, 25029311",Wednesday,"POLYGON ((51.0026948, 22.314478), (52.0026948,22.314478),(51.0026948, 22.814478), (52.0026948,22.814478),(51.0026948,22.314478))"
327,John Smith,192.168.1.12,04/04/2019 20:34,05/10/2019 05:07,2019-10-11 05:07:34 UTC,DEV-00327-2019,MailOnline,"19714575, 58902568, 04711219, 30591764, 18283872, 73733465, 79623976, 14497332, 27988400, 77695081, 51734228",Thursday,"POLYGON ((54.0481202, 22.2939742), (55.0481202,22.2939742),(54.0481202, 22.7939742), (55.0481202,22.7939742),(54.0481202,22.2939742))"
328,Joseph Doherty,192.168.1.12,27/01/2020 20:55,26/07/2019 22:30,2019-08-01 22:30:27 UTC,DEV-00328-2019,FinancialTimes,"34511769, 18054175, 90173449, 54011592, 02684690, 19910703, 72613848",Monday,"POLYGON ((51.5350444, 46.0081774), (52.5350444,46.0081774),(51.5350444, 46.5081774), (52.5350444,46.5081774),(51.5350444,46.0081774))"
329,John Smith,192.168.1.12,30/09/2019 09:54,18/12/2019 18:52,2019-12-22 18:52:29 UTC,DEV-00329-2019,NewYorkTimes,"53274190, 29716256, 96476068, 72023897, 90741434, 74158857, 49622829, 03131545, 03095535, 47856945",Monday,"POLYGON ((51.5671926, 19.3967389), (52.5671926,19.3967389),(51.5671926, 19.8967389), (52.5671926,19.8967389),(51.5671926,19.3967389))"
331,Joseph Doherty,192.168.1.47,27/11/2019 02:05,19/11/2019 04:55,2019-11-25 04:55:59 UTC,DEV-00331-2019,WashingtonPost,"33344281, 08945487, 69209441",Wednesday,"POLYGON ((25.4695749, 51.3968437), (26.4695749,51.3968437),(25.4695749, 51.8968437), (26.4695749,51.8968437),(25.4695749,51.3968437))"
333,John Smith,192.168.1.12,21/08/2019 18:29,26/10/2019 07:02,2019-10-28 07:02:36 UTC,DEV-00333-2019,TheSun,"29216161, 86786946, 29504230, 50145067, 05298859, 23773152, 91566339",Wednesday,"POLYGON ((19.4344475, -99.1532952), (20.4344475,-99.1532952),(19.4344475, -98.6532952), (20.4344475,-98.6532952),(19.4344475,-99.1532952))"
334,Joseph Doherty,192.168.1.12,28/06/2019 05:48,11/07/2019 17:58,2019-07-16 17:58:38 UTC,DEV-00334-2019,DailyExpress,"41840777, 93773679",Friday,"POLYGON ((-7.811056, 108.438797), (-6.811056,108.438797),(-7.811056, 108.938797), (-6.811056,108.938797),(-7.811056,108.438797))"
335,John Smith,192.168.1.12,08/05/2019 20:18,22/09/2019 07:59,2019-09-25 07:59:25 UTC,DEV-00335-2019,TheSun,"91004080, 31477831, 86404887, 82313358, 95050427, 61884875, 09996317, 81487115, 26492156, 58565729",Wednesday,"POLYGON ((49.116169, 6.1807997), (50.116169,6.1807997),(49.116169, 6.6807997), (50.116169,6.6807997),(49.116169,6.1807997))"
337,John Smith,192.168.1.55,10/10/2019 03:53,17/08/2019 23:41,2019-08-20 23:41:29 UTC,DEV-00337-2019,DailyExpress,"89967597, 19670265, 03088105, 29542584, 29494898, 75417402",Thursday,"POLYGON ((32.7423216, 131.178836), (33.7423216,131.178836),(32.7423216, 131.678836), (33.7423216,131.678836),(32.7423216,131.178836))"
338,John Smith,192.168.1.12,07/01/2020 01:22,19/10/2019 09:54,2019-10-22 09:54:38 UTC,DEV-00338-2019,TheGuardian,"05015976, 39077279, 38581458, 95205918, 35630197, 47515188, 81129539, 80514366, 21445459",Tuesday,"POLYGON ((14.4547788, 120.5851587), (15.4547788,120.5851587),(14.4547788, 121.0851587), (15.4547788,121.0851587),(14.4547788,120.5851587))"
339,Joseph Doherty,192.168.1.55,23/01/2020 06:43,31/08/2019 05:59,2019-09-02 05:59:52 UTC,DEV-00339-2019,TheSun,"75318167, 21782364, 13530571, 75941165, 44146089, 83372263",Thursday,"POLYGON ((29.316819, 111.997187), (30.316819,111.997187),(29.316819, 112.497187), (30.316819,112.497187),(29.316819,111.997187))"
340,Joseph Doherty,192.168.1.12,17/06/2019 13:11,26/11/2019 10:15,2019-12-02 10:15:14 UTC,DEV-00340-2019,MailOnline,"11139806, 97324147, 08689349, 25908001",Monday,"POLYGON ((24.1919524, 89.9681979), (25.1919524,89.9681979),(24.1919524, 90.4681979), (25.1919524,90.4681979),(24.1919524,89.9681979))"
341,John Smith,192.168.1.12,04/11/2019 17:17,27/06/2019 06:19,2019-06-30 06:19:59 UTC,DEV-00341-2019,MailOnline,"34817037, 16186454, 57112614, 39064563, 23570929, 50700093, 44578247, 36605002, 20709128, 83528726, 34415619",Monday,"POLYGON ((-26.7162431, 23.9253941), (-25.7162431,23.9253941),(-26.7162431, 24.4253941), (-25.7162431,24.4253941),(-26.7162431,23.9253941))"
342,John Smith,192.168.1.12,10/07/2019 03:10,03/09/2019 10:20,2019-09-06 10:20:29 UTC,DEV-00342-2019,NewYorkTimes,"73481791, 68418595, 27447012, 69631536, 52574719",Wednesday,"POLYGON ((22.974898, 113.993115), (23.974898,113.993115),(22.974898, 114.493115), (23.974898,114.493115),(22.974898,113.993115))"
343,John Smith,192.168.1.55,02/10/2019 02:01,06/05/2019 13:51,2019-05-11 13:51:45 UTC,DEV-00343-2019,TheGuardian,"32460680, 02148981, 28304140, 72398233, 25067949, 47710488, 14787114, 97778468, 02324859, 57060213",Wednesday,"POLYGON ((10.5703809, -62.8294091), (11.5703809,-62.8294091),(10.5703809, -62.3294091), (11.5703809,-62.3294091),(10.5703809,-62.8294091))"
344,John Smith,192.168.1.12,26/03/2019 11:40,20/10/2019 18:24,2019-10-26 18:24:18 UTC,DEV-00344-2019,FinancialTimes,"61552862, 49834265, 03435563, 89971181, 87980144, 53058782, 59158702, 16812123, 73292955",Tuesday,"POLYGON ((30.206592, 114.901412), (31.206592,114.901412),(30.206592, 115.401412), (31.206592,115.401412),(30.206592,114.901412))"
346,Joseph Doherty,192.168.1.12,12/11/2019 11:26,14/03/2019 07:04,2019-03-19 07:04:37 UTC,DEV-00346-2019,MailOnline,"30182899, 06610220, 64866719, 45153410, 56707065",Tuesday,"POLYGON ((39.41691, 69.28677), (error: no implicit conversion of Fixnum into String,69.28677),(39.41691, error: no implicit conversion of Float into String), (error: no implicit conversion of Fixnum into String,error: no implicit conversion of Float into String),(39.41691,69.28677))"
348,John Smith,192.168.1.12,28/05/2019 07:31,01/03/2019 21:51,2019-03-05 21:51:27 UTC,DEV-00348-2019,FinancialTimes,"47385003, 22266584, 22806462, 48549405, 61764124, 40616235, 45178407, 39364860, 45020048",Tuesday,"POLYGON ((56.86018, 68.63754), (error: no implicit conversion of Fixnum into String,68.63754),(56.86018, error: no implicit conversion of Float into String), (error: no implicit conversion of Fixnum into String,error: no implicit conversion of Float into String),(56.86018,68.63754))"
349,John Smith,192.168.1.47,16/01/2020 04:16,09/09/2019 03:58,2019-09-11 03:58:18 UTC,DEV-00349-2019,FinancialTimes,23498539,Thursday,"POLYGON ((-23.4833329, 27.116667), (-22.4833329,27.116667),(-23.4833329, 27.616667), (-22.4833329,27.616667),(-23.4833329,27.116667))"
350,John Smith,192.168.1.55,27/03/2019 05:18,03/09/2019 05:30,2019-09-08 05:30:57 UTC,DEV-00350-2019,TheTimes,"70504733, 44285504, 32211116, 83626528, 59765141, 68249843, 16429974",Wednesday,"POLYGON ((50.1987725, 39.5632497), (51.1987725,39.5632497),(50.1987725, 40.0632497), (51.1987725,40.0632497),(50.1987725,39.5632497))"
353,John Smith,192.168.1.12,16/12/2019 04:55,15/01/2020 16:27,2020-01-20 16:27:14 UTC,DEV-00353-2019,TheGuardian,"65820661, 34351302, 63543542, 64969281, 73498814, 27784371, 98603144, 63224288, 73235406, 34127685",Monday,"POLYGON ((37.7404063, 127.4241436), (38.7404063,127.4241436),(37.7404063, 127.9241436), (38.7404063,127.9241436),(37.7404063,127.4241436))"
355,John Smith,192.168.1.12,03/04/2019 03:18,27/09/2019 14:50,2019-10-01 14:50:35 UTC,DEV-00355-2019,NewYorkTimes,"29323937, 59513584, 54654127, 30327435, 52651796, 54034937, 40108691, 94387823, 14177836, 43217486",Wednesday,"POLYGON ((24.754346, 107.220298), (25.754346,107.220298),(24.754346, 107.720298), (25.754346,107.720298),(24.754346,107.220298))"
356,John Smith,192.168.1.12,02/10/2019 18:28,02/01/2020 18:11,2020-01-04 18:11:21 UTC,DEV-00356-2019,FinancialTimes,"33841723, 81843822, 69374099, 62585330, 78228318, 25270590",Wednesday,"POLYGON ((53.437194, 41.789046), (54.437194,41.789046),(53.437194, 42.289046), (54.437194,42.289046),(53.437194,41.789046))"
357,John Smith,192.168.1.12,18/09/2019 06:09,09/12/2019 23:54,2019-12-12 23:54:52 UTC,DEV-00357-2019,TheGuardian,"33140022, 09600083, 10789508, 59433905, 86384703, 47761171",Wednesday,"POLYGON ((-19.6824436, -44.890204), (-18.6824436,-44.890204),(-19.6824436, -44.390204), (-18.6824436,-44.390204),(-19.6824436,-44.890204))"
359,John Smith,192.168.1.12,03/06/2019 15:45,16/01/2020 00:20,2020-01-18 00:20:45 UTC,DEV-00359-2019,NewYorkTimes,67951896,Monday,"POLYGON ((-33.8880642, 18.9591376), (-32.8880642,18.9591376),(-33.8880642, 19.4591376), (-32.8880642,19.4591376),(-33.8880642,18.9591376))"
361,John Smith,192.168.1.47,02/05/2019 09:55,19/06/2019 18:27,2019-06-21 18:27:16 UTC,DEV-00361-2019,DailyExpress,"94276972, 31573637, 60524130, 70924357, 67462730, 95466027, 73456956, 64985369",Thursday,"POLYGON ((48.239135, 126.481867), (49.239135,126.481867),(48.239135, 126.981867), (49.239135,126.981867),(48.239135,126.481867))"
362,John Smith,192.168.1.12,17/07/2019 16:03,11/05/2019 22:57,2019-05-13 22:57:41 UTC,DEV-00362-2019,MailOnline,"64830897, 11536469, 63232645, 95528644",Wednesday,"POLYGON ((-33.9789129, 18.4483763), (-32.9789129,18.4483763),(-33.9789129, 18.9483763), (-32.9789129,18.9483763),(-33.9789129,18.4483763))"
364,John Smith,192.168.1.12,14/06/2019 19:23,03/04/2019 09:01,2019-04-09 09:01:19 UTC,DEV-00364-2019,DailyExpress,"39784787, 96313568, 76739339, 80356067",Friday,"POLYGON ((62.5898079, 50.8599404), (63.5898079,50.8599404),(62.5898079, 51.3599404), (63.5898079,51.3599404),(62.5898079,50.8599404))"
367,John Smith,192.168.1.12,14/10/2019 09:35,21/03/2019 05:47,2019-03-26 05:47:52 UTC,DEV-00367-2019,TheTimes,"10347671, 75392560, 59839609, 16368349, 50978291, 60654203, 77610836, 74101944, 46938427, 14144742",Monday,"POLYGON ((-19.90625, 47.2342299), (-18.90625,47.2342299),(-19.90625, 47.7342299), (-18.90625,47.7342299),(-19.90625,47.2342299))"
369,John Smith,192.168.1.12,04/03/2019 09:11,16/06/2019 17:51,2019-06-18 17:51:33 UTC,DEV-00369-2019,WashingtonPost,"50188368, 99432083, 23537194, 34718098, 50423366, 11828364, 54955234, 48469740, 86121452",Monday,"POLYGON ((-18.4001194, 47.8699039), (-17.4001194,47.8699039),(-18.4001194, 48.3699039), (-17.4001194,48.3699039),(-18.4001194,47.8699039))"
370,John Smith,192.168.1.12,02/04/2019 07:21,07/04/2019 03:40,2019-04-13 03:40:31 UTC,DEV-00370-2019,FinancialTimes,"24527026, 32199939, 49155476, 11652868, 62124098, 14810563, 57466255, 64491827, 08013975, 05030875, 58375123",Tuesday,"POLYGON ((16.842826, 120.402603), (17.842826,120.402603),(16.842826, 120.902603), (17.842826,120.902603),(16.842826,120.402603))"
371,John Smith,192.168.1.12,25/11/2019 08:24,01/04/2019 22:53,2019-04-07 22:53:56 UTC,DEV-00371-2019,WashingtonPost,"00588406, 95674216, 49485749, 54332076, 18626001",Monday,"POLYGON ((50.3201495, 119.1052507), (51.3201495,119.1052507),(50.3201495, 119.6052507), (51.3201495,119.6052507),(50.3201495,119.1052507))"
374,John Smith,192.168.1.55,19/09/2019 03:21,05/05/2019 04:59,2019-05-10 04:59:22 UTC,DEV-00374-2019,DailyExpress,"67887235, 21341748, 64491022, 95023292, 54366559",Thursday,"POLYGON ((8.1524286, -81.1802619), (9.1524286,-81.1802619),(8.1524286, -80.6802619), (9.1524286,-80.6802619),(8.1524286,-81.1802619))"
375,John Smith,192.168.1.12,19/03/2019 07:44,14/09/2019 17:11,2019-09-20 17:11:09 UTC,DEV-00375-2019,TheGuardian,"50834382, 63380031, 28510276, 54551542, 37691209, 74365396",Tuesday,"POLYGON ((56.3419, 46.56353), (error: no implicit conversion of Fixnum into String,46.56353),(56.3419, error: no implicit conversion of Float into String), (error: no implicit conversion of Fixnum into String,error: no implicit conversion of Float into String),(56.3419,46.56353))"
376,John Smith,192.168.1.12,11/09/2019 12:30,03/06/2019 10:54,2019-06-05 10:54:50 UTC,DEV-00376-2019,DailyExpress,"94852020, 08478839, 33552580, 79683371, 03128980, 93574106, 69052500, 51026249, 86159043, 92033597",Wednesday,"POLYGON ((63.4327941, 10.4032837), (64.4327941,10.4032837),(63.4327941, 10.9032837), (64.4327941,10.9032837),(63.4327941,10.4032837))"
377,John Smith,192.168.1.66,12/07/2019 02:59,05/10/2019 08:46,2019-10-11 08:46:53 UTC,DEV-00377-2019,FinancialTimes,"81196508, 77142838, 48525547, 90580545, 99801738, 57601200, 21449926, 86201067, 97555994, 85449481, 41208870",Friday,"POLYGON ((46.949235, 7.4439108), (47.949235,7.4439108),(46.949235, 7.9439108), (47.949235,7.9439108),(46.949235,7.4439108))"
382,John Smith,192.168.1.12,16/04/2019 07:07,28/10/2019 06:56,2019-10-31 06:56:30 UTC,DEV-00382-2019,TheGuardian,"07485142, 50923838, 68134553, 22981934, 37138926, 99718065, 70606861",Tuesday,"POLYGON ((35.7952267, 51.4322706), (36.7952267,51.4322706),(35.7952267, 51.9322706), (36.7952267,51.9322706),(35.7952267,51.4322706))"
386,John Smith,192.168.1.12,03/12/2019 09:26,11/01/2020 21:16,2020-01-14 21:16:23 UTC,DEV-00386-2019,TheSun,"35089566, 06281810, 49633748, 68410047, 20114089, 75213021, 43458300",Tuesday,"POLYGON ((35.3606523, 24.5719605), (36.3606523,24.5719605),(35.3606523, 25.0719605), (36.3606523,25.0719605),(35.3606523,24.5719605))"
387,John Smith,192.168.1.12,22/04/2019 20:22,09/03/2019 16:01,2019-03-15 16:01:14 UTC,DEV-00387-2019,DailyExpress,"21255389, 79294620, 31765979",Monday,"POLYGON ((50.2927014, -107.8016967), (51.2927014,-107.8016967),(50.2927014, -107.3016967), (51.2927014,-107.3016967),(50.2927014,-107.8016967))"
388,John Smith,192.168.1.12,10/12/2019 18:49,21/10/2019 15:33,2019-10-23 15:33:52 UTC,DEV-00388-2019,TheTimes,"16622457, 39898384, 90840492, 49141297, 18917557",Tuesday,"POLYGON ((35.2285451, 128.8893517), (36.2285451,128.8893517),(35.2285451, 129.3893517), (36.2285451,129.3893517),(35.2285451,128.8893517))"
390,John Smith,192.168.1.12,14/02/2019 08:58,07/07/2019 22:19,2019-07-11 22:19:13 UTC,DEV-00390-2019,TheGuardian,"86887814, 29217499, 06417164, 43925595, 70699172, 28473460, 93880987, 71189519, 97181318, 01010374",Thursday,"POLYGON ((4.0416578, -73.5829689), (5.0416578,-73.5829689),(4.0416578, -73.0829689), (5.0416578,-73.0829689),(4.0416578,-73.5829689))"
391,John Smith,192.168.1.12,14/03/2019 13:19,06/08/2019 20:10,2019-08-11 20:10:10 UTC,DEV-00391-2019,TheSun,"73918076, 88614144, 43045388, 21141312, 90418068, 25336553, 85862156",Thursday,"POLYGON ((17.3798237, 104.6821048), (18.3798237,104.6821048),(17.3798237, 105.1821048), (18.3798237,105.1821048),(17.3798237,104.6821048))"
393,John Smith,192.168.1.12,25/04/2019 02:45,07/05/2019 20:45,2019-05-13 20:45:46 UTC,DEV-00393-2019,TheSun,"44270241, 29516914, 59015309, 71628145, 33463428, 78803898, 96031656, 06507507, 79544477",Thursday,"POLYGON ((6.8928179, 125.1635402), (7.8928179,125.1635402),(6.8928179, 125.6635402), (7.8928179,125.6635402),(6.8928179,125.1635402))"
394,John Smith,192.168.1.12,12/02/2019 04:08,20/01/2020 12:27,2020-01-24 12:27:48 UTC,DEV-00394-2019,TheSun,19981501,Tuesday,"POLYGON ((-33.5922807, -71.6055123), (-32.5922807,-71.6055123),(-33.5922807, -71.1055123), (-32.5922807,-71.1055123),(-33.5922807,-71.6055123))"
395,John Smith,192.168.1.12,25/04/2019 12:10,19/08/2019 05:50,2019-08-22 05:50:01 UTC,DEV-00395-2019,MailOnline,"73210359, 19587698, 78101870, 44141786",Thursday,"POLYGON ((11.4218134, 122.6653777), (12.4218134,122.6653777),(11.4218134, 123.1653777), (12.4218134,123.1653777),(11.4218134,122.6653777))"
396,John Smith,192.168.1.12,18/07/2019 11:21,26/08/2019 16:20,2019-08-28 16:20:30 UTC,DEV-00396-2019,DailyExpress,"67040676, 75217553, 81002656, 80076637, 50480426, 09319906, 46425076, 57327336, 68961943, 76690626, 99502133",Thursday,"POLYGON ((29.079175, 119.64742), (30.079175,119.64742),(29.079175, 120.14742), (30.079175,120.14742),(29.079175,119.64742))"
397,John Smith,192.168.1.12,21/03/2019 12:51,06/02/2020 21:57,2020-02-10 21:57:16 UTC,DEV-00397-2019,DailyExpress,"57763005, 32030188, 02844805, 64717605, 69889561, 34809588, 06032564, 67713384, 66491128",Thursday,"POLYGON ((-34.5204472, -58.5328734), (-33.5204472,-58.5328734),(-34.5204472, -58.0328734), (-33.5204472,-58.0328734),(-34.5204472,-58.5328734))"
398,John Smith,192.168.1.12,15/02/2019 20:42,07/11/2019 18:37,2019-11-13 18:37:11 UTC,DEV-00398-2019,NewYorkTimes,"87879005, 08787211, 77302322, 98422792, 84545916, 92207340, 00727329, 10961896, 52430688",Friday,"POLYGON ((40.256729, 115.474295), (41.256729,115.474295),(40.256729, 115.974295), (41.256729,115.974295),(40.256729,115.474295))"
402,John Smith,192.168.1.12,25/04/2019 16:56,10/05/2019 05:28,2019-05-16 05:28:52 UTC,DEV-00402-2019,NewYorkTimes,"72303580, 56526154, 06727045, 88883499, 58840053, 45786366, 57464598",Thursday,"POLYGON ((14.86876, 120.8294888), (15.86876,120.8294888),(14.86876, 121.3294888), (15.86876,121.3294888),(14.86876,120.8294888))"
403,John Smith,192.168.1.12,23/05/2019 21:53,12/12/2019 21:27,2019-12-18 21:27:01 UTC,DEV-00403-2019,FinancialTimes,"97551483, 40404133, 05807228, 07029262, 51146434, 72869239, 76406845, 62112900, 66086232",Thursday,"POLYGON ((52.5967759, 15.5140181), (53.5967759,15.5140181),(52.5967759, 16.0140181), (53.5967759,16.0140181),(52.5967759,15.5140181))"
404,John Smith,192.168.1.12,24/09/2019 06:06,04/08/2019 04:58,2019-08-06 04:58:26 UTC,DEV-00404-2019,NewYorkTimes,"48819266, 75720011, 46021935, 99557060, 57433307, 13621435, 52834142, 88089883, 01424807, 34460055, 68360694",Tuesday,"POLYGON ((51.5344639, 20.6364509), (52.5344639,20.6364509),(51.5344639, 21.1364509), (52.5344639,21.1364509),(51.5344639,20.6364509))"
405,John Smith,192.168.1.12,05/03/2019 09:04,24/02/2019 07:27,2019-02-27 07:27:08 UTC,DEV-00405-2019,TheTimes,"84493544, 78261020, 36728723, 35942617, 04409231, 76303667, 37468791, 53354166, 83685136, 58439369",Tuesday,"POLYGON ((21.3873563, 106.1270717), (22.3873563,106.1270717),(21.3873563, 106.6270717), (22.3873563,106.6270717),(21.3873563,106.1270717))"
407,John Smith,192.168.1.12,17/01/2020 02:34,03/08/2019 11:04,2019-08-09 11:04:24 UTC,DEV-00407-2019,MailOnline,"51635619, 73099163",Friday,"POLYGON ((55.8071267, 44.086347), (56.8071267,44.086347),(55.8071267, 44.586347), (56.8071267,44.586347),(55.8071267,44.086347))"
408,John Smith,192.168.1.12,19/02/2019 11:15,08/10/2019 09:06,2019-10-11 09:06:54 UTC,DEV-00408-2019,TheGuardian,"29944427, 49030166, 23364081, 12695078",Tuesday,"POLYGON ((56.4010545, 44.007591), (57.4010545,44.007591),(56.4010545, 44.507591), (57.4010545,44.507591),(56.4010545,44.007591))"
409,John Smith,192.168.1.44,18/09/2019 05:23,25/11/2019 01:32,2019-11-29 01:32:10 UTC,DEV-00409-2019,TheTimes,"79561928, 02802183, 21316967",Wednesday,"POLYGON ((26.3237782, 88.5167162), (27.3237782,88.5167162),(26.3237782, 89.0167162), (27.3237782,89.0167162),(26.3237782,88.5167162))"
410,John Smith,192.168.1.12,21/01/2020 15:13,29/10/2019 17:44,2019-11-04 17:44:41 UTC,DEV-00410-2019,MailOnline,"16748452, 13197800, 97721229, 88804095, 73941364, 25280014, 08260025",Tuesday,"POLYGON ((40.7247141, -8.5543395), (41.7247141,-8.5543395),(40.7247141, -8.0543395), (41.7247141,-8.0543395),(40.7247141,-8.5543395))"
412,John Smith,192.168.1.55,13/05/2019 05:50,19/04/2019 10:35,2019-04-22 10:35:40 UTC,DEV-00412-2019,FinancialTimes,"78432564, 82006720, 21241547, 10472634, 23644610",Monday,"POLYGON ((29.5320522, 35.0063209), (30.5320522,35.0063209),(29.5320522, 35.5063209), (30.5320522,35.5063209),(29.5320522,35.0063209))"
413,John Smith,192.168.1.12,30/08/2019 18:54,02/10/2019 12:25,2019-10-07 12:25:12 UTC,DEV-00413-2019,NewYorkTimes,"48718347, 58103368, 69017728, 92451479",Friday,"POLYGON ((-7.3507573, 108.205132), (-6.3507573,108.205132),(-7.3507573, 108.705132), (-6.3507573,108.705132),(-7.3507573,108.205132))"
414,John Smith,192.168.1.12,19/08/2019 09:53,05/08/2019 04:37,2019-08-10 04:37:01 UTC,DEV-00414-2019,TheTimes,"51372042, 32266422, 30721921, 50856291, 27498066, 96145136, 75016045, 33781148",Monday,"POLYGON ((40.0792114, 124.3337947), (41.0792114,124.3337947),(40.0792114, 124.8337947), (41.0792114,124.8337947),(40.0792114,124.3337947))"
416,John Smith,192.168.1.47,26/08/2019 14:30,03/02/2020 00:37,2020-02-09 00:37:16 UTC,DEV-00416-2019,DailyExpress,"03639943, 75780365, 74655879, 69665016, 57964898, 71613129, 57804972, 40076197",Monday,"POLYGON ((0.2070254, 32.5401025), (1.2070254,32.5401025),(0.2070254, 33.0401025), (1.2070254,33.0401025),(0.2070254,32.5401025))"
418,John Smith,192.168.1.12,19/07/2019 07:29,27/12/2019 11:27,2020-01-01 11:27:23 UTC,DEV-00418-2019,NewYorkTimes,"46889701, 18452331, 29543403",Friday,"POLYGON ((-7.272379, 112.758414), (-6.272379,112.758414),(-7.272379, 113.258414), (-6.272379,113.258414),(-7.272379,112.758414))"
420,John Smith,192.168.1.12,19/08/2019 13:48,26/04/2019 12:18,2019-04-29 12:18:32 UTC,DEV-00420-2019,FinancialTimes,"26561199, 00808589",Monday,"POLYGON ((50.2036798, 19.0197207), (51.2036798,19.0197207),(50.2036798, 19.5197207), (51.2036798,19.5197207),(50.2036798,19.0197207))"
421,John Smith,192.168.1.44,30/05/2019 15:27,01/08/2019 11:18,2019-08-07 11:18:10 UTC,DEV-00421-2019,MailOnline,"70207692, 60432673, 73973095, 50551577, 36042034, 80358361, 62476816, 66070098",Thursday,"POLYGON ((8.235581, 123.8545713), (9.235581,123.8545713),(8.235581, 124.3545713), (9.235581,124.3545713),(8.235581,123.8545713))"
424,John Smith,192.168.1.12,17/06/2019 19:52,05/03/2019 18:01,2019-03-09 18:01:07 UTC,DEV-00424-2019,TheSun,"13392734, 66521576",Monday,"POLYGON ((-6.6359299, 106.8370122), (-5.6359299,106.8370122),(-6.6359299, 107.3370122), (-5.6359299,107.3370122),(-6.6359299,106.8370122))"
425,John Smith,192.168.1.55,04/10/2019 06:20,05/04/2019 05:54,2019-04-09 05:54:07 UTC,DEV-00425-2019,TheGuardian,"95412571, 18200974, 94551693, 14202106, 15668280, 61542683, 70495167, 68639391, 66989219, 60616364",Friday,"POLYGON ((31.123586, 114.893666), (32.123586,114.893666),(31.123586, 115.393666), (32.123586,115.393666),(31.123586,114.893666))"
